,name,s1,s2,s3,split,audio_path,rating,Q,A
108,CZ1513-28,70.0,72.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-28.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
108,CZ1513-28,70.0,72.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-28.wav,3.5,What kind of performance might this be?,This is a student's performance.
108,CZ1513-28,70.0,72.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-28.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
109,CZ1513-29,78.0,80.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-29.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
109,CZ1513-29,78.0,80.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-29.wav,4.0,What kind of performance might this be?,This is a student's performance.
109,CZ1513-29,78.0,80.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-29.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
110,CZ1513-30,83.0,95.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-30.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
110,CZ1513-30,83.0,95.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-30.wav,4.5,What kind of performance might this be?,This is a student's performance.
110,CZ1513-30,83.0,95.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-30.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
111,CZ1513-31,82.0,94.0,96.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-31.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
111,CZ1513-31,82.0,94.0,96.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-31.wav,5.0,What kind of performance might this be?,This is a student's performance.
111,CZ1513-31,82.0,94.0,96.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-31.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
112,CZ1513-32,86.0,94.0,94.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-32.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
112,CZ1513-32,86.0,94.0,94.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-32.wav,5.0,What kind of performance might this be?,This is a student's performance.
112,CZ1513-32,86.0,94.0,94.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-32.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
113,CZ1513-33,82.0,85.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-33.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
113,CZ1513-33,82.0,85.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-33.wav,4.5,What kind of performance might this be?,This is a student's performance.
113,CZ1513-33,82.0,85.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-33.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
114,CZ1513-34,87.0,93.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-34.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
114,CZ1513-34,87.0,93.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-34.wav,4.5,What kind of performance might this be?,This is a student's performance.
114,CZ1513-34,87.0,93.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-34.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
115,CZ1513-35,86.0,95.0,91.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-35.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
115,CZ1513-35,86.0,95.0,91.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-35.wav,5.0,What kind of performance might this be?,This is a student's performance.
115,CZ1513-35,86.0,95.0,91.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-35.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
116,CZ1513-36,88.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-36.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
116,CZ1513-36,88.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-36.wav,5.0,What kind of performance might this be?,This is a student's performance.
116,CZ1513-36,88.0,95.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-36.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
117,CZ1513-37,84.0,88.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-37.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
117,CZ1513-37,84.0,88.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-37.wav,4.5,What kind of performance might this be?,This is a student's performance.
117,CZ1513-37,84.0,88.0,92.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-37.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
118,CZ1513-38,75.0,94.0,93.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-38.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
118,CZ1513-38,75.0,94.0,93.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-38.wav,4.5,What kind of performance might this be?,This is a student's performance.
118,CZ1513-38,75.0,94.0,93.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-38.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
119,CZ1513-39,80.0,85.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-39.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
119,CZ1513-39,80.0,85.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-39.wav,4.5,What kind of performance might this be?,This is a student's performance.
119,CZ1513-39,80.0,85.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-39.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
120,CZ1513-40,83.0,92.0,95.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-40.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
120,CZ1513-40,83.0,92.0,95.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-40.wav,4.5,What kind of performance might this be?,This is a student's performance.
120,CZ1513-40,83.0,92.0,95.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-40.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
121,CZ1513-41,79.0,89.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-41.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
121,CZ1513-41,79.0,89.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-41.wav,4.5,What kind of performance might this be?,This is a student's performance.
121,CZ1513-41,79.0,89.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-41.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
122,CZ1513-42,84.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-42.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
122,CZ1513-42,84.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-42.wav,4.5,What kind of performance might this be?,This is a student's performance.
122,CZ1513-42,84.0,93.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1513-42.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
123,CZ1516-01,88.0,97.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-01.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
123,CZ1516-01,88.0,97.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-01.wav,5.0,What kind of performance might this be?,This is a student's performance.
123,CZ1516-01,88.0,97.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-01.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
124,CZ1516-02,78.0,70.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-02.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
124,CZ1516-02,78.0,70.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-02.wav,4.0,What kind of performance might this be?,This is a student's performance.
124,CZ1516-02,78.0,70.0,65.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-02.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
125,CZ1516-03,82.0,90.0,93.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-03.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
125,CZ1516-03,82.0,90.0,93.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-03.wav,4.5,What kind of performance might this be?,This is a student's performance.
125,CZ1516-03,82.0,90.0,93.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-03.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
126,CZ1516-04,79.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-04.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
126,CZ1516-04,79.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-04.wav,4.5,What kind of performance might this be?,This is a student's performance.
126,CZ1516-04,79.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-04.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
127,CZ1516-05,71.0,78.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-05.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
127,CZ1516-05,71.0,78.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-05.wav,4.0,What kind of performance might this be?,This is a student's performance.
127,CZ1516-05,71.0,78.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-05.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
128,CZ1516-06,83.0,93.0,91.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-06.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
128,CZ1516-06,83.0,93.0,91.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-06.wav,4.5,What kind of performance might this be?,This is a student's performance.
128,CZ1516-06,83.0,93.0,91.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-06.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
129,CZ1516-07,80.0,87.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-07.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
129,CZ1516-07,80.0,87.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-07.wav,4.5,What kind of performance might this be?,This is a student's performance.
129,CZ1516-07,80.0,87.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-07.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
130,CZ1516-08,81.0,85.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-08.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
130,CZ1516-08,81.0,85.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-08.wav,4.5,What kind of performance might this be?,This is a student's performance.
130,CZ1516-08,81.0,85.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-08.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
131,CZ1516-09,77.0,80.0,76.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-09.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
131,CZ1516-09,77.0,80.0,76.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-09.wav,4.0,What kind of performance might this be?,This is a student's performance.
131,CZ1516-09,77.0,80.0,76.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-09.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
132,CZ1516-10,85.0,98.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-10.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
132,CZ1516-10,85.0,98.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-10.wav,5.0,What kind of performance might this be?,This is a student's performance.
132,CZ1516-10,85.0,98.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-10.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
133,CZ1516-11,76.0,80.0,60.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-11.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
133,CZ1516-11,76.0,80.0,60.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-11.wav,4.0,What kind of performance might this be?,This is a student's performance.
133,CZ1516-11,76.0,80.0,60.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-11.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
134,CZ1516-12,75.0,74.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-12.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
134,CZ1516-12,75.0,74.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-12.wav,4.0,What kind of performance might this be?,This is a student's performance.
134,CZ1516-12,75.0,74.0,83.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-12.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
135,CZ1516-13,88.0,94.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-13.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
135,CZ1516-13,88.0,94.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-13.wav,5.0,What kind of performance might this be?,This is a student's performance.
135,CZ1516-13,88.0,94.0,99.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-13.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
136,CZ1516-14,81.0,77.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-14.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
136,CZ1516-14,81.0,77.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-14.wav,4.5,What kind of performance might this be?,This is a student's performance.
136,CZ1516-14,81.0,77.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-14.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
137,CZ1516-15,82.0,90.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-15.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
137,CZ1516-15,82.0,90.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-15.wav,4.5,What kind of performance might this be?,This is a student's performance.
137,CZ1516-15,82.0,90.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-15.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
138,CZ1516-17,83.0,92.0,95.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-17.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
138,CZ1516-17,83.0,92.0,95.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-17.wav,4.5,What kind of performance might this be?,This is a student's performance.
138,CZ1516-17,83.0,92.0,95.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-17.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
139,CZ1516-18,84.0,93.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-18.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
139,CZ1516-18,84.0,93.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-18.wav,4.5,What kind of performance might this be?,This is a student's performance.
139,CZ1516-18,84.0,93.0,90.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-18.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
140,CZ1516-19,66.0,68.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-19.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
140,CZ1516-19,66.0,68.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-19.wav,3.5,What kind of performance might this be?,This is a student's performance.
140,CZ1516-19,66.0,68.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-19.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
141,CZ1516-20,72.0,65.0,50.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-20.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
141,CZ1516-20,72.0,65.0,50.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-20.wav,3.5,What kind of performance might this be?,This is a student's performance.
141,CZ1516-20,72.0,65.0,50.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-20.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
142,CZ1516-21,84.0,89.0,97.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-21.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
142,CZ1516-21,84.0,89.0,97.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-21.wav,4.5,What kind of performance might this be?,This is a student's performance.
142,CZ1516-21,84.0,89.0,97.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-21.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
143,CZ1516-22,78.0,85.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-22.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
143,CZ1516-22,78.0,85.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-22.wav,4.0,What kind of performance might this be?,This is a student's performance.
143,CZ1516-22,78.0,85.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-22.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
144,CZ1516-24,79.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-24.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
144,CZ1516-24,79.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-24.wav,4.5,What kind of performance might this be?,This is a student's performance.
144,CZ1516-24,79.0,85.0,87.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-24.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
145,CZ1516-25,79.0,86.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-25.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
145,CZ1516-25,79.0,86.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-25.wav,4.5,What kind of performance might this be?,This is a student's performance.
145,CZ1516-25,79.0,86.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-25.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
146,CZ1516-26,82.0,86.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-26.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
146,CZ1516-26,82.0,86.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-26.wav,4.5,What kind of performance might this be?,This is a student's performance.
146,CZ1516-26,82.0,86.0,88.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-26.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
147,CZ1516-27,83.0,96.0,95.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-27.wav,5.0,"How would you rate the performance, in a scale of 5?",5.0
147,CZ1516-27,83.0,96.0,95.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-27.wav,5.0,What kind of performance might this be?,This is a student's performance.
147,CZ1516-27,83.0,96.0,95.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-27.wav,5.0,"Which difficulty level is the piece, in a scale of 9?",3
148,CZ1516-28,80.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-28.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
148,CZ1516-28,80.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-28.wav,4.5,What kind of performance might this be?,This is a student's performance.
148,CZ1516-28,80.0,90.0,86.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-28.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
149,CZ1516-29,83.0,93.0,90.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-29.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
149,CZ1516-29,83.0,93.0,90.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-29.wav,4.5,What kind of performance might this be?,This is a student's performance.
149,CZ1516-29,83.0,93.0,90.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-29.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
150,CZ1516-30,77.0,80.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-30.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
150,CZ1516-30,77.0,80.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-30.wav,4.0,What kind of performance might this be?,This is a student's performance.
150,CZ1516-30,77.0,80.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-30.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
151,CZ1516-31,78.0,84.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-31.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
151,CZ1516-31,78.0,84.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-31.wav,4.5,What kind of performance might this be?,This is a student's performance.
151,CZ1516-31,78.0,84.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/12/wav/CZ1516-31.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
